"","date","vwretd"
"146",2000-07-31,0.010123
"147",2000-08-01,0.001448
"148",2000-08-02,0.00069
"149",2000-08-03,0.010131
"150",2000-08-04,0.009086
"151",2000-08-07,0.012497
"152",2000-08-08,0.001074
"153",2000-08-09,-0.005173
"154",2000-08-10,-0.009367
"155",2000-08-11,0.008345
"156",2000-08-14,0.012661
"157",2000-08-15,-0.003819
"158",2000-08-16,-0.001037
"159",2000-08-17,0.011605
"160",2000-08-18,-0.002649
"161",2000-08-21,0.003793
"162",2000-08-22,0.000292
"163",2000-08-23,0.00503
"164",2000-08-24,0.003506
"165",2000-08-25,8.4e-05
"166",2000-08-28,0.004815
"167",2000-08-29,-0.000658
"168",2000-08-30,-0.000758
"169",2000-08-31,0.011971
"170",2000-09-01,0.004986
"171",2000-09-05,-0.008874
"172",2000-09-06,-0.012165
"173",2000-09-07,0.007519
"174",2000-09-08,-0.008837
"175",2000-09-11,-0.004717
"176",2000-09-12,-0.005147
"177",2000-09-13,0.003437
"178",2000-09-14,0.001404
"179",2000-09-15,-0.011252
"180",2000-09-18,-0.018459
"181",2000-09-19,0.012571
"182",2000-09-20,-0.004483
"183",2000-09-21,-0.005631
"184",2000-09-22,0.004009
"185",2000-09-25,-0.004854
"186",2000-09-26,-0.009139
"187",2000-09-27,-0.002495
"188",2000-09-28,0.022718
"189",2000-09-29,-0.012354
"190",2000-10-02,-0.005967
"191",2000-10-03,-0.012101
"192",2000-10-04,0.006403
"193",2000-10-05,-0.001192
"194",2000-10-06,-0.021603
"195",2000-10-09,-0.003434
"196",2000-10-10,-0.014331
"197",2000-10-11,-0.017175
"198",2000-10-12,-0.027423
"199",2000-10-13,0.03863
"200",2000-10-16,0.002233
"201",2000-10-17,-0.019825
"202",2000-10-18,-0.008593
"203",2000-10-19,0.03702
"204",2000-10-20,0.009775
"205",2000-10-23,0.000144
"206",2000-10-24,-0.00098
"207",2000-10-25,-0.02745
"208",2000-10-26,0.000603
"209",2000-10-27,0.008625
"210",2000-10-30,0.006715
"211",2000-10-31,0.028395
"212",2000-11-01,-0.004313
"213",2000-11-02,0.010034
"214",2000-11-03,0.000548
"215",2000-11-06,0.001272
"216",2000-11-07,-0.000987
"217",2000-11-08,-0.018907
"218",2000-11-09,-0.009808
"219",2000-11-10,-0.026389
"220",2000-11-13,-0.013356
"221",2000-11-14,0.02607
"222",2000-11-15,0.005432
"223",2000-11-16,-0.016411
"224",2000-11-17,-0.004486
"225",2000-11-20,-0.023896
"226",2000-11-21,0.000294
"227",2000-11-22,-0.020858
"228",2000-11-24,0.021101
"229",2000-11-27,0.003675
"230",2000-11-28,-0.016877
"231",2000-11-29,0.00064
"232",2000-11-30,-0.019168
"233",2000-12-01,0.006217
"234",2000-12-04,0.003689
"235",2000-12-05,0.04536
"236",2000-12-06,-0.016468
"237",2000-12-07,-0.005876
"238",2000-12-08,0.028504
"239",2000-12-11,0.011986
"240",2000-12-12,-0.010891
"241",2000-12-13,-0.011568
"242",2000-12-14,-0.016984
"243",2000-12-15,-0.017778
"244",2000-12-18,0.005421
"245",2000-12-19,-0.015778
"246",2000-12-20,-0.035199
"247",2000-12-21,0.005463
"248",2000-12-22,0.030144
"249",2000-12-26,0.005523
"250",2000-12-27,0.013911
"251",2000-12-28,0.009406
"252",2000-12-29,-0.011225
"253",2001-01-02,-0.03423
"254",2001-01-03,0.05317
"255",2001-01-04,-0.011674
"256",2001-01-05,-0.028909
"257",2001-01-08,-0.00341
"258",2001-01-09,0.004794
"259",2001-01-10,0.01393
"260",2001-01-11,0.015063
"261",2001-01-12,-0.003619
"262",2001-01-16,0.006257
"263",2001-01-17,0.004447
"264",2001-01-18,0.012175
"265",2001-01-19,-0.004109
"266",2001-01-22,0.000281
"267",2001-01-23,0.015817
"268",2001-01-24,0.003372
"269",2001-01-25,-0.007521
"270",2001-01-26,-0.000656
"271",2001-01-29,0.009004
"272",2001-01-30,0.00659
"273",2001-01-31,-0.006676
"274",2001-02-01,0.003826
"275",2001-02-02,-0.01853
"276",2001-02-05,0.002122
"277",2001-02-06,0.000441
"278",2001-02-07,-0.008672
"279",2001-02-08,-0.006499
"280",2001-02-09,-0.014177
"281",2001-02-12,0.010339
"282",2001-02-13,-0.008688
"283",2001-02-14,-0.000151
"284",2001-02-15,0.008984
"285",2001-02-16,-0.020635
"286",2001-02-20,-0.018782
"287",2001-02-21,-0.018405
"288",2001-02-22,-0.00457
"289",2001-02-23,-0.003938
"290",2001-02-26,0.019195
"291",2001-02-27,-0.01152
"292",2001-02-28,-0.013727
"293",2001-03-01,0.000412
"294",2001-03-02,-0.004982
"295",2001-03-05,0.005448
"296",2001-03-06,0.011469
"297",2001-03-07,0.006106
"298",2001-03-08,-0.001235
"299",2001-03-09,-0.024339
"300",2001-03-12,-0.042339
"301",2001-03-13,0.014925
"302",2001-03-14,-0.025008
"303",2001-03-15,0.00332
"304",2001-03-16,-0.020802
"305",2001-03-19,0.018614
"306",2001-03-20,-0.023084
"307",2001-03-21,-0.018702
"308",2001-03-22,-0.004493
"309",2001-03-23,0.020456
"310",2001-03-26,0.011157
"311",2001-03-27,0.022921
"312",2001-03-28,-0.026036
"313",2001-03-29,-0.005451
"314",2001-03-30,0.012154
"315",2001-04-02,-0.015566
"316",2001-04-03,-0.035946
"317",2001-04-04,-0.003278
"318",2001-04-05,0.045869
"319",2001-04-06,-0.020118
"320",2001-04-09,0.009232
"321",2001-04-10,0.029015
"322",2001-04-11,-0.000807
"323",2001-04-12,0.015924
"324",2001-04-16,-0.004957
"325",2001-04-17,0.010484
"326",2001-04-18,0.03964
"327",2001-04-19,0.014654
"328",2001-04-20,-0.008364
"329",2001-04-23,-0.016711
"330",2001-04-24,-0.010891
"331",2001-04-25,0.016293
"332",2001-04-26,0.004979
"333",2001-04-27,0.014484
"334",2001-04-30,0.000796
"335",2001-05-01,0.013246
"336",2001-05-02,0.003388
"337",2001-05-03,-0.015257
"338",2001-05-04,0.01396
"339",2001-05-07,-0.00317
"340",2001-05-08,-0.000626
"341",2001-05-09,-0.004339
"342",2001-05-10,-0.000433
"343",2001-05-11,-0.007514
"344",2001-05-14,0.00098
"345",2001-05-15,0.001457
"346",2001-05-16,0.027234
"347",2001-05-17,0.005877
"348",2001-05-18,0.002704
"349",2001-05-21,0.018567
"350",2001-05-22,-0.001667
"351",2001-05-23,-0.016696
"352",2001-05-24,0.004134
"353",2001-05-25,-0.009938
"354",2001-05-29,-0.010367
"355",2001-05-30,-0.017571
"356",2001-05-31,0.007658
"357",2001-06-01,0.00539
"358",2001-06-04,0.005078
"359",2001-06-05,0.014223
"360",2001-06-06,-0.00944
"361",2001-06-07,0.005322
"362",2001-06-08,-0.009528
"363",2001-06-11,-0.009595
"364",2001-06-12,2e-04
"365",2001-06-13,-0.009958
"366",2001-06-14,-0.019201
"367",2001-06-15,-0.004904
"368",2001-06-18,-0.006689
"369",2001-06-19,0.001768
"370",2001-06-20,0.009743
"371",2001-06-21,0.009901
"372",2001-06-22,-0.00901
"373",2001-06-25,-0.004851
"374",2001-06-26,-0.000155
"375",2001-06-27,-0.002117
"376",2001-06-28,0.012574
"377",2001-06-29,0.004332
"378",2001-07-02,0.00534
"379",2001-07-03,-0.001734
"380",2001-07-05,-0.012098
"381",2001-07-06,-0.022162
"382",2001-07-09,0.005712
"383",2001-07-10,-0.014251
"384",2001-07-11,-0.00228
"385",2001-07-12,0.023558
"386",2001-07-13,0.005369
"387",2001-07-16,-0.011623
"388",2001-07-17,0.010631
"389",2001-07-18,-0.006847
"390",2001-07-19,0.005146
"391",2001-07-20,-0.00291
"392",2001-07-23,-0.01465
"393",2001-07-24,-0.016244
"394",2001-07-25,0.013667
"395",2001-07-26,0.0115
"396",2001-07-27,0.003303
"397",2001-07-30,-0.001179
"398",2001-07-31,0.004891
"399",2001-08-01,0.005035
"400",2001-08-02,0.00322
"401",2001-08-03,-0.004627
"402",2001-08-06,-0.011013
"403",2001-08-07,0.002247
"404",2001-08-08,-0.016731
"405",2001-08-09,-0.00014
"406",2001-08-10,0.00428
"407",2001-08-13,0.002332
"408",2001-08-14,-0.002438
"409",2001-08-15,-0.006807
"410",2001-08-16,0.00192
"411",2001-08-17,-0.015924
"412",2001-08-20,0.006837
"413",2001-08-21,-0.011467
"414",2001-08-22,0.007436
"415",2001-08-23,-0.002763
"416",2001-08-24,0.01822
"417",2001-08-27,-0.003691
"418",2001-08-28,-0.014374
"419",2001-08-29,-0.009583
"420",2001-08-30,-0.015525
"421",2001-08-31,0.004059
"422",2001-09-04,-0.001656
"423",2001-09-05,-0.003236
"424",2001-09-06,-0.020698
"425",2001-09-07,-0.017764
"426",2001-09-10,0.003516
"427",2001-09-17,-0.050716
"428",2001-09-18,-0.008315
"429",2001-09-19,-0.017086
"430",2001-09-20,-0.030611
"431",2001-09-21,-0.018585
"432",2001-09-24,0.037719
"433",2001-09-25,0.007584
"434",2001-09-26,-0.006027
"435",2001-09-27,0.010694
"436",2001-09-28,0.022772
"437",2001-10-01,-0.004418
"438",2001-10-02,0.011549
"439",2001-10-03,0.022146
"440",2001-10-04,-0.00028
"441",2001-10-05,0.000404
"442",2001-10-08,-0.007684
"443",2001-10-09,-0.004786
"444",2001-10-10,0.023138
"445",2001-10-11,0.017246
"446",2001-10-12,-0.005431
"447",2001-10-15,-0.000767
"448",2001-10-16,0.007835
"449",2001-10-17,-0.019319
"450",2001-10-18,-0.007065
"451",2001-10-19,0.004919
"452",2001-10-22,0.014523
"453",2001-10-23,-0.004389
"454",2001-10-24,0.001022
"455",2001-10-25,0.013791
"456",2001-10-26,0.004294
"457",2001-10-29,-0.022574
"458",2001-10-30,-0.017161
"459",2001-10-31,0.00221
"460",2001-11-01,0.020699
"461",2001-11-02,0.002178
"462",2001-11-05,0.01398
"463",2001-11-06,0.014136
"464",2001-11-07,-0.001915
"465",2001-11-08,0.001064
"466",2001-11-09,0.000951
"467",2001-11-12,-0.000561
"468",2001-11-13,0.018552
"469",2001-11-14,0.003493
"470",2001-11-15,2.4e-05
"471",2001-11-16,-0.001699
"472",2001-11-19,0.011676
"473",2001-11-20,-0.00825
"474",2001-11-21,-0.004484
"475",2001-11-23,0.011704
"476",2001-11-26,0.007432
"477",2001-11-27,-0.005066
"478",2001-11-28,-0.017339
"479",2001-11-29,0.01123
"480",2001-11-30,-0.000933
"481",2001-12-03,-0.008432
"482",2001-12-04,0.014756
"483",2001-12-05,0.023123
"484",2001-12-06,-0.001083
"485",2001-12-07,-0.007313
"486",2001-12-10,-0.015035
"487",2001-12-11,-0.001758
"488",2001-12-12,0.000557
"489",2001-12-13,-0.015388
"490",2001-12-14,0.003485
"491",2001-12-17,0.010394
"492",2001-12-18,0.008046
"493",2001-12-19,0.003645
"494",2001-12-20,-0.009356
"495",2001-12-21,0.006047
"496",2001-12-24,0.000228
"497",2001-12-26,0.005228
"498",2001-12-27,0.006924
"499",2001-12-28,0.004377
"500",2001-12-31,-0.009722
"501",2002-01-02,0.003832
"502",2002-01-03,0.009844
"503",2002-01-04,0.006987
"504",2002-01-07,-0.006531
"505",2002-01-08,-0.002443
"506",2002-01-09,-0.004243
"507",2002-01-10,0.000579
"508",2002-01-11,-0.008776
"509",2002-01-14,-0.008123
"510",2002-01-15,0.005732
"511",2002-01-16,-0.016273
"512",2002-01-17,0.01014
"513",2002-01-18,-0.010133
"514",2002-01-22,-0.007796
"515",2002-01-23,0.008862
"516",2002-01-24,0.004027
"517",2002-01-25,0.00094
"518",2002-01-28,0.000101
"519",2002-01-29,-0.025331
"520",2002-01-30,0.010237
"521",2002-01-31,0.013196
"522",2002-02-01,-0.006416
"523",2002-02-04,-0.023837
"524",2002-02-05,-0.004851
"525",2002-02-06,-0.007193
"526",2002-02-07,-0.00355
"527",2002-02-08,0.015799
"528",2002-02-11,0.013405
"529",2002-02-12,-0.003412
"530",2002-02-13,0.009546
"531",2002-02-14,-0.002464
"532",2002-02-15,-0.010279
"533",2002-02-19,-0.018869
"534",2002-02-20,0.012887
"535",2002-02-21,-0.014505
"536",2002-02-22,0.007242
"537",2002-02-25,0.01649
"538",2002-02-26,0.001059
"539",2002-02-27,0.001081
"540",2002-02-28,-0.00291
"541",2002-03-01,0.021869
"542",2002-03-04,0.020416
"543",2002-03-05,-0.00481
"544",2002-03-06,0.013935
"545",2002-03-07,-0.003776
"546",2002-03-08,0.006939
"547",2002-03-11,0.002784
"548",2002-03-12,-0.002864
"549",2002-03-13,-0.009091
"550",2002-03-14,-2.3e-05
"551",2002-03-15,0.010225
"552",2002-03-18,0.001273
"553",2002-03-19,0.003372
"554",2002-03-20,-0.014411
"555",2002-03-21,0.003144
"556",2002-03-22,-0.004248
"557",2002-03-25,-0.014346
"558",2002-03-26,0.005784
"559",2002-03-27,0.005506
"560",2002-03-28,0.003007
"561",2002-04-01,-0.001037
"562",2002-04-02,-0.008656
"563",2002-04-03,-0.009501
"564",2002-04-04,0.000922
"565",2002-04-05,-0.002536
"566",2002-04-08,0.002963
"567",2002-04-09,-0.005543
"568",2002-04-10,0.011473
"569",2002-04-11,-0.021317
"570",2002-04-12,0.008222
"571",2002-04-15,-0.005992
"572",2002-04-16,0.021963
"573",2002-04-17,-0.001967
"574",2002-04-18,-0.001513
"575",2002-04-19,0.000728
"576",2002-04-22,-0.01474
"577",2002-04-23,-0.005266
"578",2002-04-24,-0.006112
"579",2002-04-25,-0.001791
"580",2002-04-26,-0.013426
"581",2002-04-29,-0.00879
"582",2002-04-30,0.012116
"583",2002-05-01,0.007501
"584",2002-05-02,-0.001705
"585",2002-05-03,-0.008923
"586",2002-05-06,-0.018279
"587",2002-05-07,-0.003717
"588",2002-05-08,0.034475
"589",2002-05-09,-0.01394
"590",2002-05-10,-0.015373
"591",2002-05-13,0.017053
"592",2002-05-14,0.020937
"593",2002-05-15,-0.003349
"594",2002-05-16,0.003503
"595",2002-05-17,0.006945
"596",2002-05-20,-0.011924
"597",2002-05-21,-0.01114
"598",2002-05-22,0.003687
"599",2002-05-23,0.010484
"600",2002-05-24,-0.011307
"601",2002-05-28,-0.006811
"602",2002-05-29,-0.006594
"603",2002-05-30,-0.002317
"604",2002-05-31,0.002123
"605",2002-06-03,-0.023891
"606",2002-06-04,-0.001441
"607",2002-06-05,0.007669
"608",2002-06-06,-0.018327
"609",2002-06-07,-0.000239
"610",2002-06-10,0.001732
"611",2002-06-11,-0.015944
"612",2002-06-12,0.004634
"613",2002-06-13,-0.010333
"614",2002-06-14,-0.000917
"615",2002-06-17,0.026832
"616",2002-06-18,0.000342
"617",2002-06-19,-0.015505
"618",2002-06-20,-0.012609
"619",2002-06-21,-0.014388
"620",2002-06-24,0.00128
"621",2002-06-25,-0.015443
"622",2002-06-26,-0.003268
"623",2002-06-27,0.016334
"624",2002-06-28,0.002098
"625",2002-07-01,-0.021973
"626",2002-07-02,-0.022423
"627",2002-07-03,0.003614
"628",2002-07-05,0.034437
"629",2002-07-08,-0.011226
"630",2002-07-09,-0.021878
"631",2002-07-10,-0.029814
"632",2002-07-11,0.005011
"633",2002-07-12,-0.005823
"634",2002-07-15,-0.004885
"635",2002-07-16,-0.014205
"636",2002-07-17,0.00599
"637",2002-07-18,-0.02507
"638",2002-07-19,-0.032917
"639",2002-07-22,-0.032104
"640",2002-07-23,-0.029557
"641",2002-07-24,0.052303
"642",2002-07-25,-0.005704
"643",2002-07-26,0.014898
"644",2002-07-29,0.053155
"645",2002-07-30,0.004752
"646",2002-07-31,0.005612
"647",2002-08-01,-0.02585
"648",2002-08-02,-0.022523
"649",2002-08-05,-0.032872
"650",2002-08-06,0.030122
"651",2002-08-07,0.016766
"652",2002-08-08,0.029326
"653",2002-08-09,0.003413
"654",2002-08-12,-0.003853
"655",2002-08-13,-0.020222
"656",2002-08-14,0.035449
"657",2002-08-15,0.011751
"658",2002-08-16,0.000815
"659",2002-08-19,0.020985
"660",2002-08-20,-0.012101
"661",2002-08-21,0.013574
"662",2002-08-22,0.012779
"663",2002-08-23,-0.021578
"664",2002-08-26,0.008441
"665",2002-08-27,-0.014327
"666",2002-08-28,-0.017674
"667",2002-08-29,0.001876
"668",2002-08-30,-0.002308
"669",2002-09-03,-0.038177
"670",2002-09-04,0.017246
"671",2002-09-05,-0.01546
"672",2002-09-06,0.017566
"673",2002-09-09,0.008651
"674",2002-09-10,0.00645
"675",2002-09-11,0.000661
"676",2002-09-12,-0.022898
"677",2002-09-13,0.003227
"678",2002-09-16,-0.000143
"679",2002-09-17,-0.018419
"680",2002-09-18,-0.005118
"681",2002-09-19,-0.028725
"682",2002-09-20,0.002166
"683",2002-09-23,-0.01485
"684",2002-09-24,-0.015063
"685",2002-09-25,0.023969
"686",2002-09-26,0.017189
"687",2002-09-27,-0.028405
"688",2002-09-30,-0.012039
"689",2002-10-01,0.033721
"690",2002-10-02,-0.022604
"691",2002-10-03,-0.011204
"692",2002-10-04,-0.022216
"693",2002-10-07,-0.020365
"694",2002-10-08,0.014046
"695",2002-10-09,-0.027466
"696",2002-10-10,0.033874
"697",2002-10-11,0.0368
"698",2002-10-14,0.006555
"699",2002-10-15,0.045154
"700",2002-10-16,-0.023029
"701",2002-10-17,0.023741
"702",2002-10-18,0.004828
"703",2002-10-21,0.016398
"704",2002-10-22,-0.011262
"705",2002-10-23,0.007435
"706",2002-10-24,-0.01322
"707",2002-10-25,0.016323
"708",2002-10-28,-0.007503
"709",2002-10-29,-0.00932
"710",2002-10-30,0.01054
"711",2002-10-31,-0.003732
"712",2002-11-01,0.017044
"713",2002-11-04,0.008637
"714",2002-11-05,0.006159
"715",2002-11-06,0.009795
"716",2002-11-07,-0.021771
"717",2002-11-08,-0.008825
"718",2002-11-11,-0.020448
"719",2002-11-12,0.008291
"720",2002-11-13,-0.000286
"721",2002-11-14,0.024065
"722",2002-11-15,0.006031
"723",2002-11-18,-0.009038
"724",2002-11-19,-0.004534
"725",2002-11-20,0.018458
"726",2002-11-21,0.021235
"727",2002-11-22,-0.001957
"728",2002-11-25,0.0034
"729",2002-11-26,-0.019733
"730",2002-11-27,0.027215
"731",2002-11-29,-0.002594
"732",2002-12-02,-5.7e-05
"733",2002-12-03,-0.014824
"734",2002-12-04,-0.003824
"735",2002-12-05,-0.010752
"736",2002-12-06,0.005735
"737",2002-12-09,-0.021675
"738",2002-12-10,0.014143
"739",2002-12-11,0.000948
"740",2002-12-12,-0.002191
"741",2002-12-13,-0.013081
"742",2002-12-16,0.02163
"743",2002-12-17,-0.007772
"744",2002-12-18,-0.013167
"745",2002-12-19,-0.00674
"746",2002-12-20,0.01162
"747",2002-12-23,0.002633
"748",2002-12-24,-0.00479
"749",2002-12-26,-0.001644
"750",2002-12-27,-0.015051
"751",2002-12-30,0.003474
"752",2002-12-31,0.001781
"753",2003-01-02,0.030453
"754",2003-01-03,-0.000337
"755",2003-01-06,0.020191
"756",2003-01-07,-0.006521
"757",2003-01-08,-0.013261
"758",2003-01-09,0.018159
"759",2003-01-10,0.000582
"760",2003-01-13,-0.001119
"761",2003-01-14,0.005331
"762",2003-01-15,-0.012335
"763",2003-01-16,-0.002893
"764",2003-01-17,-0.01385
"765",2003-01-21,-0.015315
"766",2003-01-22,-0.008945
"767",2003-01-23,0.009995
"768",2003-01-24,-0.026117
"769",2003-01-27,-0.016338
"770",2003-01-28,0.011883
"771",2003-01-29,0.006301
"772",2003-01-30,-0.020058
"773",2003-01-31,0.01266
"774",2003-02-03,0.003545
"775",2003-02-04,-0.01252
"776",2003-02-05,-0.004549
"777",2003-02-06,-0.006256
"778",2003-02-07,-0.010231
"779",2003-02-10,0.006074
"780",2003-02-11,-0.006158
"781",2003-02-12,-0.012217
"782",2003-02-13,-0.001822
"783",2003-02-14,0.018219
"784",2003-02-18,0.019322
"785",2003-02-19,-0.006943
"786",2003-02-20,-0.007043
"787",2003-02-21,0.012364
"788",2003-02-24,-0.016701
"789",2003-02-25,0.006273
"790",2003-02-26,-0.011315
"791",2003-02-27,0.011219
"792",2003-02-28,0.004282
"793",2003-03-03,-0.006391
"794",2003-03-04,-0.013814
"795",2003-03-05,0.007475
"796",2003-03-06,-0.008139
"797",2003-03-07,0.006956
"798",2003-03-10,-0.022834
"799",2003-03-11,-0.007931
"800",2003-03-12,0.002237
"801",2003-03-13,0.032055
"802",2003-03-14,0.001429
"803",2003-03-17,0.032617
"804",2003-03-18,0.004911
"805",2003-03-19,0.006768
"806",2003-03-20,0.003072
"807",2003-03-21,0.021151
"808",2003-03-24,-0.032826
"809",2003-03-25,0.011789
"810",2003-03-26,-0.004861
"811",2003-03-27,-0.000744
"812",2003-03-28,-0.004284
"813",2003-03-31,-0.015746
"814",2003-04-01,0.010749
"815",2003-04-02,0.024911
"816",2003-04-03,-0.004769
"817",2003-04-04,0.001551
"818",2003-04-07,0.002212
"819",2003-04-08,-0.001747
"820",2003-04-09,-0.011709
"821",2003-04-10,0.005252
"822",2003-04-11,-0.002872
"823",2003-04-14,0.017886
"824",2003-04-15,0.006331
"825",2003-04-16,-0.010234
"826",2003-04-17,0.015178
"827",2003-04-21,-0.000385
"828",2003-04-22,0.020172
"829",2003-04-23,0.00833
"830",2003-04-24,-0.008325
"831",2003-04-25,-0.012574
"832",2003-04-28,0.016864
"833",2003-04-29,0.003239
"834",2003-04-30,0.000726
"835",2003-05-01,0.000256
"836",2003-05-02,0.014894
"837",2003-05-05,-0.000874
"838",2003-05-06,0.008617
"839",2003-05-07,-0.004813
"840",2003-05-08,-0.009286
"841",2003-05-09,0.013521
"842",2003-05-12,0.012283
"843",2003-05-13,-0.001893
"844",2003-05-14,-0.001457
"845",2003-05-15,0.006899
"846",2003-05-16,-0.002024
"847",2003-05-19,-0.022017
"848",2003-05-20,-0.00031
"849",2003-05-21,0.003965
"850",2003-05-22,0.009068
"851",2003-05-23,0.00272
"852",2003-05-27,0.018616
"853",2003-05-28,0.001873
"854",2003-05-29,-0.002381
"855",2003-05-30,0.014917
"856",2003-06-02,0.004382
"857",2003-06-03,0.003597
"858",2003-06-04,0.015277
"859",2003-06-05,0.005792
"860",2003-06-06,-0.003336
"861",2003-06-09,-0.012579
"862",2003-06-10,0.009563
"863",2003-06-11,0.013377
"864",2003-06-12,0.001634
"865",2003-06-13,-0.009961
"866",2003-06-16,0.020524
"867",2003-06-17,0.001213
"868",2003-06-18,-0.001679
"869",2003-06-19,-0.014223
"870",2003-06-20,-2.9e-05
"871",2003-06-23,-0.014824
"872",2003-06-24,0.001761
"873",2003-06-25,-0.005039
"874",2003-06-26,0.010578
"875",2003-06-27,-0.007565
"876",2003-06-30,-0.001247
"877",2003-07-01,0.006779
"878",2003-07-02,0.012673
"879",2003-07-03,-0.006433
"880",2003-07-07,0.017834
"881",2003-07-08,0.004626
"882",2003-07-09,-0.00313
"883",2003-07-10,-0.013119
"884",2003-07-11,0.008946
"885",2003-07-14,0.007305
"886",2003-07-15,-0.004232
"887",2003-07-16,-0.006056
"888",2003-07-17,-0.014502
"889",2003-07-18,0.010647
"890",2003-07-21,-0.013153
"891",2003-07-22,0.009225
"892",2003-07-23,0.002128
"893",2003-07-24,-0.005786
"894",2003-07-25,0.014812
"895",2003-07-28,-8.7e-05
"896",2003-07-29,-0.005694
"897",2003-07-30,-0.002022
"898",2003-07-31,0.002954
"899",2003-08-01,-0.00993
"900",2003-08-04,0.000612
